,底本/出典,史料名,ID,記述内容,記述場所,,発生場所,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞・体験,被害種別,緯度経度,X,Y,座標レベル,座標に関する備考,備考
1479,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,津ハ僅十二里ノ隔ニ候へ共当地ニ比シ候ヘハ百分一ノ震ニ御座候,伊賀上野,,津,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1480,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,京師ヨリ便リ御座候此モ格別ノ事無御座候由,伊賀上野,,京師,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
1481,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,勢州四日市ハ大地震ノ上出火,伊賀上野,,勢洲四日市,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1482,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,勢州四日市ハ大地震ノ上出火,伊賀上野,,勢洲四日市,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1483,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,四百人余即死ノ由,伊賀上野,,勢洲四日市,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1484,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,越前福井（中略）御地地震ノ様子一向承リ不申候,伊賀上野,,越前福井,嘉永7年7月11日,1854年8月4日,嘉永7年6月15日,1854年7月9日,伝聞,その他,"36.0653016039869, 136.22174317679816",,,１,便宜的に福井県庁に置く,
1485,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,猶又申上候上野町方本潰家四百六十七軒,伊賀上野,,伊賀上野,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1486,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,焼失家六軒半,伊賀上野,,伊賀上野,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,火災,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1487,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,潰家五百軒土蔵百五十九ケ所半潰土蔵二百四十七ケ所,伊賀上野,,伊賀上野,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1488,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,死人百二十四人怪我人百四十二人,伊賀上野,,伊賀上野,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1489,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,郷方本潰家千七百九十二軒半潰家三千二百八十四軒,伊賀上野,,伊賀上野郷方,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1490,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,寺方本潰半潰合百六十六軒社方并拝所蔵所共合八十七ケ所,伊賀上野,,（上野）寺方,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1491,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,土蔵并小屋物置共本潰半潰合五千十八軒,伊賀上野,,（上野）寺方,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1492,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,怪我人八百三十一人死人四百六十九人,伊賀上野,,（上野）寺方,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1493,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,其他家中ニモ死人怪我人夥シク御座候,伊賀上野,,伊賀上野,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1494,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,東村ト申地辺ニ地陥リ湖水出来ノ由承リ先日見分仕候処噂程ニモ無御座長三四町横一二丁モ可有之ト被存本田地ノ所池ニ相成居候,伊賀上野,,東村,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,地変,"34.78527938277361, 136.1007423523642",,,３,三重県伊賀市西高倉（旧新居村〔明治22年町村制施行により東村が合併〕）に置く,
1495,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,小田村ト申処山崩レ別ニ小丘ヲ作シ候,伊賀上野,,小田村,嘉永7年7月27日,1854年8月20日,嘉永7年6月15日,1854年7月9日,体験,地変,"34.77248560565259, 136.12227671151703",,,３　,伊賀市小田町小田地区市民センターに置く,
1496,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十五日暁大地震南都ハ九分通ノ潰家ニ相成,,,南都,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
1497,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,古市モ陣屋并屋敷向不残村方不残潰家ト相成,,,古市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.65854913548636, 135.83970471650224",,,３,奈良県奈良市古市町藤堂藩古市陣屋跡,
1498,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,死人怪我人等夥シク,,,古市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,人的被害,"34.65854913548636, 135.83970471650224",,,３,奈良県奈良市古市町藤堂藩古市陣屋跡,
1499,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,上野表ノ様子至テ大地震町家御屋敷并御殿向不残潰レ残リ候,,,上野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1500,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,玄関御能舞台斗リ天守台初メ夫ニ東西ノ大手モ潰レ其余ハ少モ不残潰レ候,,,上野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1501,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,当地義十三日午ノ刻頃地震,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月13日,1854年7月7日,体験,前震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1502,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,未刻頃又々地震,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月13日,1854年7月7日,体験,前震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1503,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十四日快晴ノ処夜中丑ノ刻大地震,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,全般,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1504,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,夫ヨリ夜明迄二十五度モ震申候,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1505,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,石灯籠暮（ママ墓）所抔ハ大体倒レ申候所々破損,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,石造物倒壊,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1506,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,寺ノ門一ケ所建家一ケ所立塀所々倒レ申候,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1507,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十五日朝六ツ時過又候大分ノ大震二度夫ヨリ続テユサユサ不絶,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1508,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十六日モ同様蒸暑折々小雨降明方雷鳴未刻頃モ小雨雷鳴七八聞始終震不止,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月16日,1854年7月10日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1509,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十七日曇天ユサユサノ中ニ未刻過余程大震有之,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月17日,1854年7月11日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1510,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,暮方ヨリ雨申刻過余程ノ震,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月17日,1854年7月11日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1511,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,丑ノ刻比余程ノ震始終西北ノ方ヨリ震出シ申候,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月18日,1854年7月12日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1512,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,折々大筒ノ遠音ノ如クドンドント申音昼夜不絶,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月18日,1854年7月12日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1513,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十八日曇天蒸暑強朝六ツ時頃余程ノ震,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月18日,1854年7月12日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1514,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十九日曇天震不絶候へ共ユサユサ少々間遠ニ相成申候,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月19日,1854年7月13日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1515,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,今廿日快晴卯刻頃余程ノ震昼後ヨリハラハラ雨昼夜震止ミ不申候処,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月20日,1854年7月14日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1516,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,今廿日快晴（中略）昼後ヨリハラハラ雨昼夜震止ミ不申候処今日少々震間遠ニ相成申候へ共,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月20日,1854年7月14日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1517,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,四日市表大変市中八分通リ倒レ寺ハイツレモ倒レ申候,勢洲津,,四日市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1518,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,右地震中南町浜田屋ヨリ出火北町帯屋ヨリ出火両町焼失,勢洲津,,四日市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1519,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,其外所々倒レ場ヨリ出火,勢洲津,,四日市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1520,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,即死怪我人数不知ト申事ニテ此節,勢洲津,,四日市,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,体験,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
1521,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,桑名ハ少々軽キ趣ニ御座候共津表ヨリハ強御座候ヤ町方潰家モ所々有之,勢洲津,,桑名,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.06242981649055, 136.68366084659957",,,２,桑名市役所に置く,
1522,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,御城石垣スリ落櫓グラグラニ相成居候趣立塀大破ノ由,勢洲津,,桑名城,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.0647230777923, 136.69870799315322",,,３,桑名城跡に置く,
1523,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,神戸辺大当リ大橋ヨリ北ハ大体倒レ申候,勢洲津,,神戸,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,３,三重県鈴鹿市神戸の鈴鹿市役所に置く,
1524,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,寺ハイツレモ倒レ申候,勢洲津,,神戸,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,３,三重県鈴鹿市神戸の鈴鹿市役所に置く,
1525,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,若松酒造蔵イツレモ倒レ多ク捨リ申候,勢洲津,,神戸,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.882708358007164, 136.58417327279784",,,３,三重県鈴鹿市神戸の鈴鹿市役所に置く,
1526,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,伊州上野大変御城大破御家中向大体ハ倒レ申候,勢洲津,,伊賀上野城,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.770361106669256, 136.12707096619877",,,３,,
1527,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,東西大手御門モ倒レ,勢洲津,,伊賀上野城,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.770361106669256, 136.12707096619877",,,３,,
1528,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,町方モ二三分通リ倒レ申候ヘトモ御家中向ノ方甚シキ趣ニ相聞エ申候,勢洲津,,伊賀上野町方,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1529,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,即死怪我人一向夥シキ趣凡御家中ニテ百人市中ニテ四百人ト申噂ニ御座候へ共未シカト相分リ不申此節,勢洲津,,伊賀上野町方,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1530,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,今以大震不止大筒ノ如キ音頻ニ鳴申候,勢洲津,,伊賀上野,嘉永7年6月20日,1854年7月14日,,,伝聞,地震動,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1531,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,所々地割レ泥吹出申候趣,勢洲津,,伊賀上野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,液状化,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
1532,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,小田ノ辺ニテ出火早速鎮火ノ由,勢洲津,,小田,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.77248560565259, 136.12227671151703",,,３　,伊賀市小田町小田地区市民センターに置く,
1533,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,今追々倒家等御座候由ニ追々ノ注進来申候,勢洲津,,小田,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.77248560565259, 136.12227671151703",,,３　,伊賀市小田町小田地区市民センターに置く,
1534,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,大和モ余程強ク御座候趣当方御役所古市表諷張（ママ）ツブレ御奉行御家内御新造,勢洲津,,古市表,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.65858126712802, 135.83971681367206",,,３,奈良県奈良市古市町公道に置く,
1535,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,御家来不残即死漸御主人御下僕両人怪我ノミニテ助リ被申候,勢洲津,,古市表,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.65858126712802, 135.83971681367206",,,３,奈良県奈良市古市町公道に置く,
1536,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,江州日野辺大破ノ趣御城櫓立塀倒レ申候由御殿向大破ノ趣,勢洲津,,江洲日野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.01802670711108, 136.2460053872033",,,３,滋賀県蒲生郡日野町役場に置く,
1537,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,町家モ大分倒レ申候,勢洲津,,江洲日野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.01802670711108, 136.2460053872033",,,３,滋賀県蒲生郡日野町役場に置く,
1538,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,人怪我モ大分有之候,勢洲津,,江洲日野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"35.01802670711108, 136.2460053872033",,,３,滋賀県蒲生郡日野町役場に置く,
1539,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,庄野石薬師モ大破,勢洲津,,庄野,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.88463559694268, 136.52563634080013",,,３,三重県鈴鹿市庄野町庄野宿資料館に置く,
1540,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,庄野石薬師モ大破,勢洲津,,石藥師,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.90456106969729, 136.5480538576605",,,３,三重県鈴鹿市石薬師町に置く,
1541,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,松坂ハ大体津表同様ノ趣ニ相聞エ申候,勢洲津,,松坂,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.577994585664925, 136.52759106947738",,,２,便宜的に松坂市役所に置く,
1542,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,山田ハ大分軽ク御座候趣併土蔵立塀等所々破損ノ趣申来候,勢洲津,,山田,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76414717623199,136.21991909732557",,,２,便宜的に伊賀市元大山田村付近に置く,
1543,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,宮中ハ一向震不申ト申唱候,勢洲津,,京都御所,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"35.026256938538104, 135.76208168418628",,,３,京都御所に置く,
1544,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,宇治ノ方ハ至テカルク破損等一切無之大分大成地震ト申マテニ御座候,勢洲津,,宇治,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.88439187295977, 135.79968766347554",,,２,宇治市役所に置く,
1545,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,鳥羽辺ヨリ志州地ハ一向軽ク震モ不知寝入候者モ多分有之候,勢洲津,,鳥羽,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.48144176463923, 136.8434342948282",,,２,鳥羽市役所に置く,
1546,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,智多郡モ寸度軽御座候由下モ筋ハ追々軽キ由ニ相聞エ申候,勢洲津,,知多郡,嘉永7年6月20日,1854年7月14日,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.93253878023815, 136.91624911144805",,,３,愛知県知多郡阿久比町公道に置く,
1547,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,大筒ノ遠音ノ如キ音不絶油断相成不申奉恐入候事ニ御座候,勢洲津,,勢洲津,嘉永7年6月20日,1854年7月14日,嘉永7年6月20日,1854年7月14日,体験,地震動,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1548,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,昨九日午半頃大分震夜丑刻過大震御座候,勢洲津,,勢洲津,嘉永7年7月10日,1854年8月3日,嘉永7年7月9日,1854年8月2日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1549,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,先夜前ノ震ハ去ル十四日丑刻一番,勢洲津,,勢洲津,嘉永7年7月10日,1854年8月3日,嘉永7年6月15日,1854年7月9日,体験,全般,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1550,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,十五日朝六ツ時過二番,勢洲津,,勢洲津,嘉永7年7月10日,1854年8月3日,嘉永7年6月15日,1854年7月9日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
1551,新収日本地震史料 第5巻 別巻3,〔嘉永甲寅六月地震記〕西尾市立図書館・岩瀬文庫,J1600001,昨九日夜丑刻過三番トツゝキ可申位ノ一物ニ御座候,勢洲津,,勢洲津,嘉永7年7月10日,1854年8月3日,嘉永7年7月9日,1854年8月2日,体験,余震,"34.718859190414214, 136.5054971763704",,,２,便宜的に津市役所に置く,
